Id,RegisteredNumber,RegistryDate,MauzaName
414307808,1798,1987-03-17,ملتان سٹی
414306358,8194,1987-12-27,ملتان سٹی
414306316,147,1984-01-21,ملتان سٹی
414306248,279,1984-01-29,ملتان سٹی
414306208,261,1984-02-06,ملتان سٹی
414260628,2671,1996-07-24,ملتان سٹی
414260411,1535,1999-03-06,ملتان سٹی
414260312,1277,1987-02-19,ملتان سٹی
414260291,1298,1987-02-19,ملتان سٹی
414260260,1367,1987-02-23,ملتان سٹی
414260028,8050,1996-09-26,ملتان سٹی
414260004,3622,1999-05-26,ملتان سٹی
414259488,7870,1993-09-15,ملتان سٹی
414257842,524,1971-02-17,ملتان سٹی
414257731,1570,1998-08-08,ملتان سٹی
414255413,338,1962-12-15,ملتان سٹی
414255253,512,1962-12-27,ملتان سٹی
414254311,1736,1992-06-21,ملتان سٹی
414254065,951,1999-05-26,ملتان سٹی
414252700,1026,1968-03-19,ملتان سٹی
414251555,1477,1969-06-06,ملتان سٹی
414247045,8185,1992-08-25,ملتان سٹی
414246511,10733,1992-11-18,ملتان سٹی
414246293,20091,2018-10-29,ملتان سٹی
414245962,1456,1987-02-25,ملتان سٹی
414245868,1874,1987-03-10,ملتان سٹی
414243466,648,1987-01-27,ملتان سٹی
414243250,1998,1987-03-16,ملتان سٹی
414243249,1998,1987-03-16,ملتان سٹی
414243144,2132,1987-03-21,ملتان سٹی
414243127,2141,1987-03-27,ملتان سٹی
414243125,2142,1987-03-22,ملتان سٹی
414243124,2102,1987-03-19,ملتان سٹی
414243007,2241,1987-02-02,ملتان سٹی
414242810,2565,1987-04-06,ملتان سٹی
414242608,2868,1987-04-18,ملتان سٹی
414242602,2871,1971-04-18,ملتان سٹی
414242598,2951,1987-04-21,ملتان سٹی
414242578,2883,1993-04-18,ملتان سٹی
414242575,2885,1987-04-18,ملتان سٹی
414242132,3384,1987-05-11,ملتان سٹی
414242125,3392,1987-05-12,ملتان سٹی
414241284,3509,1987-01-01,ملتان سٹی
414241161,3625,1987-06-02,ملتان سٹی
414240651,970,1984-05-16,ملتان سٹی
414240541,362,1984-01-07,ملتان سٹی
414178092,43,1958-01-06,ملتان سٹی
414177306,6350,1995-07-30,ملتان سٹی
414174103,1454,1947-09-29,ملتان سٹی
414173967,2034,1967-06-13,ملتان سٹی
414173803,12337,2008-09-30,ملتان سٹی
413896273,3217,1975-04-04,ملتان سٹی
413896270,3214,1975-04-04,ملتان سٹی
413895441,2170,1964-07-21,ملتان سٹی
413895340,1240,1957-09-30,ملتان سٹی
413895094,3340,1965-12-07,ملتان سٹی
413893769,2405,1965-08-05,ملتان سٹی
413893031,383,1996-02-18,ملتان سٹی
413892486,1222,1995-05-25,ملتان سٹی
413892118,476,1971-02-12,ملتان سٹی
413891347,1395,1978-08-09,ملتان سٹی
413889958,1252,1958-07-30,ملتان سٹی
413889883,1533,1958-09-15,ملتان سٹی
413889853,1798,1958-11-03,ملتان سٹی
413889671,1063,2010-06-06,ملتان سٹی
413886047,1488,2010-09-08,ملتان سٹی
413885013,753,1996-01-22,ملتان سٹی
413884990,8306,1992-08-29,ملتان سٹی
413883504,3127,1996-04-14,ملتان سٹی
413883429,6507,1996-07-28,ملتان سٹی
413882766,6984,1996-08-18,ملتان سٹی
413882334,8454,1996-10-13,ملتان سٹی
413882312,6171,2011-04-27,ملتان سٹی
413881908,1742,2010-10-13,ملتان سٹی
413881684,10112,1996-12-09,ملتان سٹی
413880522,6507,1992-07-04,ملتان سٹی
413880441,6524,1992-07-05,ملتان سٹی
413880040,589,2008-01-15,ملتان سٹی
413880037,590,2008-01-15,ملتان سٹی
413880033,591,2005-05-16,ملتان سٹی
413880030,592,2008-02-02,ملتان سٹی
413879813,151,2008-03-02,ملتان سٹی
413879807,656,2008-02-17,ملتان سٹی
413879802,657,2008-01-15,ملتان سٹی
413876600,3231,1987-07-11,ملتان سٹی
413871929,229,1963-06-10,ملتان سٹی
413871523,78,1948-04-03,ملتان سٹی
413870650,2514,1967-07-25,ملتان سٹی
413870646,2529,1967-07-27,ملتان سٹی
413870491,1537,2008-02-06,ملتان سٹی
413870397,1760,2008-02-11,ملتان سٹی
413869976,13810,2008-11-08,ملتان سٹی
413869930,13853,2008-11-10,ملتان سٹی
413869690,14144,2008-11-17,ملتان سٹی
413866739,863,2005-08-05,ملتان سٹی
413866721,965,2005-02-09,ملتان سٹی
413863849,7917,2008-06-14,ملتان سٹی
413863702,8264,2008-06-21,ملتان سٹی
413863373,9396,2008-07-12,ملتان سٹی
413863298,9572,2008-07-17,ملتان سٹی
413862401,14586,2000-11-26,ملتان سٹی
413861602,20881,2022-09-29,ملتان سٹی
413861601,2598,1995-03-26,ملتان سٹی
413860803,7429,2008-06-02,ملتان سٹی
413860465,50,1991-02-18,ملتان سٹی
413859929,9001,2008-07-02,ملتان سٹی
413852661,15903,2021-06-14,ملتان سٹی
413852446,17588,2021-06-28,ملتان سٹی
413851229,18,2014-01-02,ملتان سٹی
413850636,998,2014-03-27,ملتان سٹی
413850520,1156,2014-04-08,ملتان سٹی
413850432,1247,2014-04-16,ملتان سٹی
413850333,1350,2014-04-24,ملتان سٹی
413836367,5,2005-01-01,ملتان سٹی
413835650,287,2005-12-29,ملتان سٹی
413826461,9265,2003-09-24,ملتان سٹی
413826319,1762,2003-07-26,ملتان سٹی
413826187,2423,2014-08-12,ملتان سٹی
413812653,7412,1995-09-10,ملتان سٹی
413812539,7518,1995-09-13,ملتان سٹی
413812484,8332,1995-10-15,ملتان سٹی
413810717,1246,1994-02-06,ملتان سٹی
413810632,6975,1994-08-17,ملتان سٹی
413810528,7786,1994-09-21,ملتان سٹی
413809268,6966,2008-05-23,ملتان سٹی
413797417,9668,2008-07-19,ملتان سٹی
413796982,10645,2008-08-16,ملتان سٹی
413796758,11488,2008-09-08,ملتان سٹی
413796671,12019,2008-09-22,ملتان سٹی
413796019,886,2009-09-17,ملتان سٹی
413795857,1049,2009-11-07,ملتان سٹی
413795854,1052,2009-11-07,ملتان سٹی
413795595,61,1954-05-31,ملتان سٹی
413795566,113,1954-11-08,ملتان سٹی
413795553,129,1954-11-12,ملتان سٹی
413794756,9755,2008-07-21,ملتان سٹی
413771931,5319,1983-12-12,ملتان سٹی
413764742,2732,1993-09-13,ملتان سٹی
413760084,1548,1977-02-02,ملتان سٹی
413759704,1842,1977-02-08,ملتان سٹی
413736943,2466,1994-06-28,ملتان سٹی
413728958,576,1994-02-15,ملتان سٹی
413722996,1832,2011-09-22,ملتان سٹی
413719422,1009,1980-06-29,ملتان سٹی
413716191,788,1985-02-06,ملتان سٹی
413683648,4298,1984-10-10,ملتان سٹی
413643148,8557,1992-09-07,ملتان سٹی
413640344,285,2005-02-09,ملتان سٹی
413616572,1954,1964-06-08,ملتان سٹی
413615754,132,1952-01-31,ملتان سٹی
413615711,1293,1975-02-03,ملتان سٹی
413615710,1296,1975-02-03,ملتان سٹی
413615665,222,1952-02-16,ملتان سٹی
413615646,1404,1975-02-03,ملتان سٹی
413615644,1407,1975-02-03,ملتان سٹی
413615639,1416,1975-02-03,ملتان سٹی
413615592,288,1952-02-26,ملتان سٹی
413615185,552,1953-03-28,ملتان سٹی
413615084,1289,1975-02-10,ملتان سٹی
413615082,1295,1975-02-11,ملتان سٹی
413615046,1403,1975-02-14,ملتان سٹی
413615045,1406,1975-02-14,ملتان سٹی
413615037,1030,1975-01-03,ملتان سٹی
413614782,945,1953-06-26,ملتان سٹی
413614636,1786,1975-02-25,ملتان سٹی
413614347,2016,1975-03-06,ملتان سٹی
413614323,2037,1975-03-04,ملتان سٹی
413614089,2244,1975-03-11,ملتان سٹی
413614072,2262,1975-03-11,ملتان سٹی
413613575,4072,1975-04-04,ملتان سٹی
413613137,1613,1954-11-20,ملتان سٹی
413613056,4071,1975-04-25,ملتان سٹی
413613046,4077,1975-04-25,ملتان سٹی
413613006,4098,1975-04-26,ملتان سٹی
413612993,1299,1951-11-09,ملتان سٹی
413612825,4324,1975-05-02,ملتان سٹی
413612607,7797,1975-08-11,ملتان سٹی
413612568,7857,1975-08-12,ملتان سٹی
413612514,4181,1975-04-28,ملتان سٹی
413612471,7687,1975-08-07,ملتان سٹی
413612463,4836,1975-05-15,ملتان سٹی
413612371,5275,1975-05-27,ملتان سٹی
413612216,75,1975-01-21,ملتان سٹی
413611954,5132,1975-05-23,ملتان سٹی
413611573,551,1951-05-02,ملتان سٹی
413611547,603,1951-04-30,ملتان سٹی
413611520,1119,1951-09-19,ملتان سٹی
413610953,37,1973-01-29,ملتان سٹی
413610842,711,1975-01-27,ملتان سٹی
413610578,1014,1997-05-02,ملتان سٹی
413610567,5409,1975-06-03,ملتان سٹی
413610417,6295,1975-06-26,ملتان سٹی
413610415,6298,1975-06-26,ملتان سٹی
413610413,6301,1975-06-26,ملتان سٹی
413609780,10400,1975-11-04,ملتان سٹی
413608777,6812,1975-07-13,ملتان سٹی
413608628,6577,1975-02-23,ملتان سٹی
413608513,2747,1973-05-26,ملتان سٹی
413607922,7161,1975-01-19,ملتان سٹی
413606607,4033,1975-04-25,ملتان سٹی
413606506,2440,1972-07-03,ملتان سٹی
413606347,2373,1998-12-15,ملتان سٹی
413595092,3538,1974-05-28,ملتان سٹی
413594820,3609,1974-05-31,ملتان سٹی
413594505,4288,1974-02-22,ملتان سٹی
413594492,4327,1974-02-25,ملتان سٹی
413594465,4408,1974-05-28,ملتان سٹی
413594270,8126,1974-11-19,ملتان سٹی
413594269,8126,1974-11-19,ملتان سٹی
413594086,7877,1974-11-09,ملتان سٹی
413593564,185,1976-01-06,ملتان سٹی
413593338,5418,1974-05-10,ملتان سٹی
413593208,3944,1974-06-12,ملتان سٹی
413593197,3977,1974-06-13,ملتان سٹی
413591960,309,1997-02-13,ملتان سٹی
413591875,394,1997-02-22,ملتان سٹی
413591865,404,1997-02-23,ملتان سٹی
413591721,7,1996-01-02,ملتان سٹی
413591234,654,1997-03-19,ملتان سٹی
413590907,1198,1997-05-27,ملتان سٹی
413590607,1919,1997-08-26,ملتان سٹی
413590550,1985,1997-09-04,ملتان سٹی
413590508,2027,1997-09-12,ملتان سٹی
413590389,2146,1997-09-27,ملتان سٹی
413590231,2534,1997-11-19,ملتان سٹی
413590005,2805,1997-12-27,ملتان سٹی
413589952,759,1997-03-31,ملتان سٹی
413589735,5488,1997-06-30,ملتان سٹی
413589193,672,1975-08-16,ملتان سٹی
413588660,10456,1975-11-04,ملتان سٹی
413588529,11450,1975-12-01,ملتان سٹی
413588486,11579,1975-12-04,ملتان سٹی
413588127,11062,1975-11-20,ملتان سٹی
413587772,11515,1975-12-02,ملتان سٹی
413587016,106,1951-05-19,ملتان سٹی
413586556,804,1951-06-18,ملتان سٹی
413586272,1349,1951-11-28,ملتان سٹی
413585940,8122,1975-08-14,ملتان سٹی
413585901,125,1975-02-11,ملتان سٹی
413585493,790,1975-09-27,ملتان سٹی
413585473,846,1975-10-15,ملتان سٹی
413585420,14,1975-01-08,ملتان سٹی
413585320,148,1952-04-23,ملتان سٹی
413585159,1267,1952-09-13,ملتان سٹی
413584999,754,1975-01-28,ملتان سٹی
413584897,1194,1975-02-03,ملتان سٹی
413584494,5098,1975-07-22,ملتان سٹی
413584476,5140,1975-07-23,ملتان سٹی
413584309,466,1953-03-03,ملتان سٹی
413584254,500,1953-03-14,ملتان سٹی
413584207,485,1953-03-13,ملتان سٹی
413583655,1501,1953-10-08,ملتان سٹی
413583621,1571,1953-10-21,ملتان سٹی
413583516,1544,1953-10-19,ملتان سٹی
413583163,3357,1975-04-08,ملتان سٹی
413583034,3603,1975-04-14,ملتان سٹی
413582754,4269,1975-04-30,ملتان سٹی
413582709,4523,1975-05-07,ملتان سٹی
413582604,4821,1975-05-14,ملتان سٹی
413582151,6296,1975-06-22,ملتان سٹی
413582150,6299,1975-06-22,ملتان سٹی
413581208,2541,1975-03-18,ملتان سٹی
413581112,2540,1975-03-18,ملتان سٹی
413581111,2543,1975-03-18,ملتان سٹی
413581098,2649,1975-03-25,ملتان سٹی
413580871,2927,1975-03-29,ملتان سٹی
413580679,3216,1976-04-04,ملتان سٹی
413580678,3219,1975-04-04,ملتان سٹی
413580673,3237,1975-04-08,ملتان سٹی
413580519,5502,1975-06-03,ملتان سٹی
413580501,5556,1975-06-04,ملتان سٹی
413580485,5604,1975-06-06,ملتان سٹی
413560843,5915,2008-05-06,ملتان سٹی
413560507,8180,2010-07-07,ملتان سٹی
413560001,11324,2011-01-21,ملتان سٹی
413559930,1007,2011-01-19,ملتان سٹی
413558348,2116,1995-03-09,ملتان سٹی
413558347,2117,1995-09-09,ملتان سٹی
413558217,4704,1972-12-06,ملتان سٹی
413558185,4800,1972-12-13,ملتان سٹی
413557744,1977,2005-03-22,ملتان سٹی
413557714,2011,2005-03-25,ملتان سٹی
413557680,20472,2005-09-26,ملتان سٹی
413557579,2640,2005-04-13,ملتان سٹی
413557467,4917,2005-03-05,ملتان سٹی
413555889,16466,1984-11-06,ملتان سٹی
413555827,5596,1995-07-04,ملتان سٹی
413555821,5602,1995-07-04,ملتان سٹی
413539137,4267,1973-08-25,ملتان سٹی
413537048,699,2012-12-09,ملتان سٹی
413532504,2575,1984-02-07,ملتان سٹی
413532149,37,1973-01-31,ملتان سٹی
413532079,4939,1973-12-22,ملتان سٹی
413532047,5035,1973-12-28,ملتان سٹی
413531918,8852,1997-11-13,ملتان سٹی
413531883,7553,2004-07-20,ملتان سٹی
413531818,494,2005-01-18,ملتان سٹی
413531813,499,2005-01-18,ملتان سٹی
413530406,2440,1972-06-28,ملتان سٹی
413530177,8830,1990-09-10,ملتان سٹی
413529673,8998,1975-09-15,ملتان سٹی
413529645,9106,1975-09-18,ملتان سٹی
413529586,9108,1975-09-18,ملتان سٹی
413529514,9324,1975-09-25,ملتان سٹی
413529375,10454,1975-11-04,ملتان سٹی
413512088,1458,1997-06-24,ملتان سٹی
413479049,18,2014-01-02,ملتان سٹی
413465001,804,1950-08-04,ملتان سٹی
413464971,824,1950-08-09,ملتان سٹی
413464269,1178,1950-11-18,ملتان سٹی
413464255,1198,1950-11-27,ملتان سٹی
413464217,1258,1950-12-16,ملتان سٹی
413459202,238,2012-01-06,ملتان سٹی
413459201,239,2012-01-06,ملتان سٹی
413459169,270,2012-01-07,ملتان سٹی
413459078,142,1955-02-22,ملتان سٹی
413454758,2806,1971-09-13,ملتان سٹی
413454675,2901,1971-09-17,ملتان سٹی
413454550,3423,1971-10-22,ملتان سٹی
413454226,124,1972-04-01,ملتان سٹی
413454065,211,1972-06-03,ملتان سٹی
413452511,67,2011-01-15,ملتان سٹی
413452510,68,2011-01-15,ملتان سٹی
413452509,69,2011-01-15,ملتان سٹی
413437073,272,1957-07-26,ملتان سٹی
413436955,1310,1963-05-10,ملتان سٹی
413436863,939,1963-03-30,ملتان سٹی
413436842,981,1963-04-05,ملتان سٹی
413436625,171,1991-01-19,ملتان سٹی
413436596,199,1991-01-21,ملتان سٹی
413436547,1452,1991-06-13,ملتان سٹی
413435865,2019,1992-07-19,ملتان سٹی
413435843,2033,1992-07-24,ملتان سٹی
413435841,2035,1992-07-21,ملتان سٹی
413435173,676,1994-03-28,ملتان سٹی
413435170,679,1994-03-28,ملتان سٹی
413435002,775,1994-04-06,ملتان سٹی
413434854,2268,1991-10-06,ملتان سٹی
413434644,2000,1999-11-12,ملتان سٹی
413433100,648,1968-02-27,ملتان سٹی
413432916,2122,1972-06-12,ملتان سٹی
413432660,2244,1972-06-20,ملتان سٹی
413432376,2585,1972-07-13,ملتان سٹی
413430198,224,1998-02-07,ملتان سٹی
413429794,5820,1974-08-19,ملتان سٹی
413429374,306,1996-01-30,ملتان سٹی
413429267,421,1995-02-12,ملتان سٹی
413429223,465,1995-02-16,ملتان سٹی
413429207,481,1995-02-19,ملتان سٹی
413429165,524,1995-02-21,ملتان سٹی
413428816,1537,1995-07-09,ملتان سٹی
413427346,2068,1998-11-03,ملتان سٹی
413425974,335,1998-01-13,ملتان سٹی
413414200,493,1976-06-10,ملتان سٹی
413414068,583,1976-07-19,ملتان سٹی
413413726,915,1976-11-22,ملتان سٹی
413413505,6589,1976-06-02,ملتان سٹی
413413007,1774,1983-12-01,ملتان سٹی
413411063,52,1973-01-02,ملتان سٹی
413411012,4812,1974-07-12,ملتان سٹی
413410395,2256,1998-11-21,ملتان سٹی
413405604,673,1995-03-15,ملتان سٹی
413401461,2556,1995-12-24,ملتان سٹی
413401136,6458,1995-08-01,ملتان سٹی
413400903,815,1996-04-07,ملتان سٹی
413400683,918,1996-04-17,ملتان سٹی
413399777,1846,1969-07-28,ملتان سٹی
413399743,1882,1969-07-31,ملتان سٹی
413399735,1891,1969-08-01,ملتان سٹی
413398585,3211,1969-12-16,ملتان سٹی
413398510,3268,1969-12-22,ملتان سٹی
413397119,1407,1972-04-22,ملتان سٹی
413396842,1382,1972-04-19,ملتان سٹی
413396832,1382,1972-04-19,ملتان سٹی
413396211,1583,1972-05-05,ملتان سٹی
413394471,970,1995-04-19,ملتان سٹی
413393335,1566,1995-07-11,ملتان سٹی
413393325,1569,1995-07-11,ملتان سٹی
413393054,1638,1995-07-20,ملتان سٹی
413392972,1661,1995-07-24,ملتان سٹی
413392520,1814,1995-09-14,ملتان سٹی
413392035,2008,1995-10-15,ملتان سٹی
413391659,2126,1995-10-30,ملتان سٹی
413389691,2497,1995-12-13,ملتان سٹی
413389485,2527,1995-12-18,ملتان سٹی
413383001,281,1998-02-13,ملتان سٹی
413378613,3247,1974-05-12,ملتان سٹی
413377512,90,1968-06-15,ملتان سٹی
413375600,1117,1969-04-28,ملتان سٹی
413375499,1204,1969-05-09,ملتان سٹی
413374867,1407,1969-05-31,ملتان سٹی
413374839,1437,1969-06-03,ملتان سٹی
413372621,806,1998-04-21,ملتان سٹی
413360575,317,1971-07-23,ملتان سٹی
413360258,2226,1971-07-26,ملتان سٹی
413360232,2250,1971-07-28,ملتان سٹی
413359380,616,1972-02-26,ملتان سٹی
413358475,2495,1994-11-02,ملتان سٹی
413357909,224,1996-01-29,ملتان سٹی
413357904,227,1996-01-28,ملتان سٹی
413357893,233,1996-01-29,ملتان سٹی
413357781,304,1996-02-01,ملتان سٹی
413357551,773,1996-04-02,ملتان سٹی
413357458,2280,1996-09-25,ملتان سٹی
413357367,2653,1996-11-13,ملتان سٹی
413357209,8762,1996-10-22,ملتان سٹی
413356970,994,1973-03-03,ملتان سٹی
413356680,3800,1973-07-25,ملتان سٹی
413356398,4686,1973-09-20,ملتان سٹی
413356304,1062,1972-03-28,ملتان سٹی
413356145,4846,1973-09-29,ملتان سٹی
413355761,3319,1972-09-02,ملتان سٹی
413355603,3451,1972-09-12,ملتان سٹی
